synthetic_time,synthetic_url,original_scope,original_content,original_country_rank,original_world_rank,original_lang,original_path_bin
2024-11-04 10:12:42.382366,http://bibliotekacyfrowa.eu/dlibra/show-content/publication/54268/edition/51998/?ref=struct,Global,Generic,-1,100000,eng,25
2024-11-04 10:12:55.436610,http://www.bibliotekacyfrowa.eu/dlibra/publication/82679/edition/75948/content?&ref=main,Global,Generic,-1,100000,eng,25
2024-11-04 10:18:55.193179,https://www.canva.com/es_es/plantillas/s/bacterias/,Global,Society,-1,1000000,eng,50
2024-11-04 10:19:06.135192,https://stackoverflow.com/help/badges/1287/excavator?userid=5423717,Global,Society,-1,1000000,eng,50
2024-11-04 13:10:42.966152,https://onet.pl,Global,Society,10,10000,ces,1
2024-11-04 13:10:44.829371,"https://www.onet.pl/film/onetfilm/chiny-odwolana-premiera-nie-czas-umierac-nowy-film-o-jamesie-bondzie/1mft7mv,681c1dfa",Global,Society,10,10000,ces,25
2024-11-04 13:10:44.863127,https://www.onet.pl/autorzy/grupa-onet/dominik-pinkowski,Global,Society,10,10000,ces,50
2024-11-04 18:04:51.820342,https://stackoverflow.com/users/3864926/bret-van-putten,Global,Society,-1,1000,eng,50
2024-11-04 18:06:05.421055,https://www.dfa.ie/irish-embassy/great-britain/about-us/compliance-and-customer-services/,Global,Society,-1,10000,eng,-1
2024-11-04 18:06:51.187478,https://stackoverflow.com/users/1786873/leonardo-allievi?tab=tags,Global,Society,-1,1000,eng,50
2024-11-04 18:26:30.748984,https://stackoverflow.com/questions/51876823/telegram-bot-with-python-telegram-bot-library,Global,Society,-1,1000,eng,-1
2024-11-04 18:27:27.863986,https://www.canva.com/ar_eg/graphs/flowcharts/,Global,Society,-1,1000,eng,50
2024-11-04 18:28:06.087959,https://www.dfa.ie/?q=quangcaouae.com,Global,Society,-1,100000,eng,25
2024-11-04 19:02:34.455445,"https://www.empik.com/mata-ochronna-pod-fotelik-fotel-samochodowy-oslona-6299,p1258359344,motoryzacja-p",Global,Society,10,10,eng,25
2024-11-04 19:20:09.202246,https://stackoverflow.com/questions/46323700/dyld-dyld-sim-not-compatible-mach-o,Global,Society,500,1000,eng,-1
2024-11-04 19:20:53.686734,https://www.dfa.ie/irish-embassy/bulgaria/,Global,Society,-1,10000,eng,25
2024-11-04 19:33:19.784314,https://www.dfa.ie/irish-embassy/republic-of-korea/,Global,Society,-1,10000,eng,50
2024-11-04 19:35:25.813248,https://stackoverflow.com/questions/51876823/telegram-bot-with-python-telegram-bot-library,Global,Society,500,1000,eng,-1
2024-11-04 19:35:54.690969,https://www.canva.com/sv_se/mallar/eaejuzhqvq0-bl-fj-drar-m-nster-citat-bokm-rke/,Global,Society,-1,1000000,eng,-1
2024-11-04 20:03:40.676747,"https://www.empik.com/paese-podklad-matujacy-my-skin-icon-2-5n-nude-beige-33ml-paese,p1479803093,perfumy-p?mpshopid=0",Global,Society,10,10,eng,25
2024-11-05 09:49:12.652238,https://onet.pl,Global,Society,10,10000,ces,1
2024-11-05 09:49:16.614308,https://www.onet.pl/autorzy/grupa-onet/dominik-pinkowski,Global,Society,10,10000,ces,50
2024-11-05 14:37:36.067895,https://stackoverflow.com/help/badges/6/supporter?userid=14602915,Global,Society,-1,1000000,eng,50
2024-11-05 14:47:52.722718,https://stackoverflow.com/questions/44080089/how-to-stop-a-running-ttask-thread-safe,Global,Society,500,1000,eng,-1
2024-11-05 14:48:00.080464,https://www.dfa.ie/home/index.aspx?id=83550,Global,Society,-1,1000000,eng,50
2024-11-05 14:58:31.881059,https://stackoverflow.com/users/182072/ewan-todd,Global,Society,-1,1000,eng,25
2024-11-05 18:43:34.787430,https://onet.pl,Global,Society,10,10000,ces,1
2024-11-05 18:43:38.285126,https://www.onet.pl/autorzy/grupa-onet/dominik-pinkowski,Global,Society,10,10000,ces,50
2024-11-06 12:46:41.658853,https://onet.pl,Global,Society,10,10000,ces,1
2024-11-06 12:46:44.532046,https://www.onet.pl/autorzy/grupa-onet/dominik-pinkowski,Global,Society,10,10000,ces,50
2024-11-06 13:12:35.035077,https://pszow.pl/aktualnosc-3393-wsparcie_szkolnej_kuchni.html,Local,Society,-1,-1,ces,50
2024-11-06 13:25:56.651088,https://kopieckosciuszki.pl/cena-wolnosci-czyli-wystawa-ktora-obejrzysz-u-siebie-w-domu/,Global,Society,-1,1000000,ces,-1
2024-11-07 18:32:37.696731,https://www.canva.com/it_it/biglietti/modelli/invito/,Global,Society,-1,1000,eng,50
2024-11-07 18:38:50.728484,https://www.zooplus.pl/magazyn/koty/gry-i-zabawy/sporty-dla-kota-tak-osiagnie-idealna-wage,Global,Shopping,-1,1000000,ces,-1
2024-11-07 18:41:41.551631,"https://www.onet.pl/sport/goal/wielki-wyczyn-messiego-wyrownal-rekord-alvesa/hwepfrn,30bc1058",Global,Society,10,10,eng,25
2024-11-07 19:26:48.378519,"https://www.empik.com/starry-eyed,p1085922133,ebooki-i-mp3-p",Global,Society,10,10,eng,50
2024-11-07 19:26:50.454795,"https://www.empik.com/stabilo-cienkopis-point-88-10-szt-stabilo,prod12670018,szkolne-i-papiernicze-p",Global,Society,10,10,eng,-1
2024-11-07 19:26:53.294361,"https://www.empik.com/starry-eyed,p1085922133,ebooki-i-mp3-p",Global,Society,10,10,eng,50
2024-11-07 19:27:16.037533,https://www.dfa.ie/irish-embassy/portugal/contact-us/all-other-queries/,Global,Society,-1,10000,eng,-1
2024-11-07 19:52:21.627535,https://wzp-krakow.pl/kolo-terenowe-tokarnia/,Local,Business,-1,-1,ces,25
2024-11-07 19:53:00.463963,https://encyklopediateatru.pl/artykuly/59619/rzym-festwal-kultury-polskiej-corso-polonia,Global,Shopping,-1,1000000,ces,-1
2024-11-07 21:27:16.618556,https://www.canva.com/es_mx/plantillas/s/catalogos/,Global,Society,-1,10000,eng,50
2024-11-07 21:27:19.152955,https://www.dfa.ie/home/index.aspx?id=83550,Global,Society,-1,10000,eng,50
2024-11-07 21:29:59.430798,https://www.ubereats.com/category/sandy-ut/greek,Global,Business,-1,10000,eng,25
2024-11-07 21:30:21.468167,https://ubereats.com,Global,Business,-1,10000,eng,1
2024-11-07 21:30:29.986168,https://www.ubereats.com/dish/la-crosse-wi/biscuits,Global,Business,-1,10000,eng,50
2024-11-07 21:30:43.861660,https://www.ubereats.com/category/chicago-il/taiwanese,Global,Business,-1,10000,eng,50
2024-11-07 21:30:50.504135,https://www.ubereats.com/store/pita-bowl/5303ycawxvspjnzru9uvka,Global,Business,-1,10000,eng,50
2024-11-07 21:30:56.545839,https://www.ubereats.com/category/chicago-il/taiwanese,Global,Business,-1,10000,eng,50
2024-11-07 21:33:44.047718,https://www.ubereats.com/store/cluck-norris-ass-kickin-chicken-indianapolis/uj4bhnuatgu2dprbsxoerw,Global,Business,-1,10000,eng,-1
2024-11-07 21:34:06.752963,https://www.ubereats.com/dish/la-crosse-wi/biscuits,Global,Business,-1,10000,eng,50
2024-11-08 10:43:43.463517,https://stackoverflow.com/questions/46323700/dyld-dyld-sim-not-compatible-mach-o,Global,Society,-1,1000,eng,-1
2024-11-08 10:44:08.130551,https://www.canva.com/photos/made_awe3ns-plants-growing-through-landscape-fabric/,Global,Society,-1,1000,eng,-1
2024-11-08 10:44:09.747214,https://stackoverflow.com/users/633802/mattypants?tab=profile,Global,Society,-1,1000,eng,50
2024-11-08 10:47:55.909747,https://stackoverflow.com/users/182072/ewan-todd,Global,Society,-1,1000,eng,25
2024-11-08 10:49:07.746192,https://www.dfa.ie/irish-embassy/estonia/our-role/irish-relations/,Global,Society,-1,10000,eng,50
2024-11-08 10:49:14.877604,https://stackoverflow.com/help/badges/1287/excavator?userid=5423717,Global,Society,-1,1000,eng,50
2024-11-08 10:49:20.117361,https://www.canva.com/colors/color-palettes/camera-ready/,Global,Society,-1,1000,eng,50
2024-11-08 10:49:22.233840,https://www.canva.com/ar_eg/graphs/flowcharts/,Global,Society,-1,1000,eng,50
2024-11-08 10:49:23.301173,https://stackoverflow.com/help/badges/1/teacher?userid=16446,Global,Society,-1,1000,eng,50
2024-11-08 11:32:09.559342,https://onet.pl,Global,News,10,10000,ces,1
2024-11-08 11:32:50.809550,"https://www.onet.pl/styl-zycia/joanna-szczerbaty/dlugi-rekaw-o-samookaleczeniach/yfk37vv,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:33:01.037901,"https://www.onet.pl/motoryzacja/autoswiat/jak-zezlomowac-samochod-i-odzyskac-jak-najwiecej-pieniedzy/zzvtvc7,4d5737de",Global,News,10,10000,ces,-1
2024-11-08 11:34:13.482094,"https://www.onet.pl/sport/goal/wielki-wyczyn-messiego-wyrownal-rekord-alvesa/hwepfrn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:17.507881,"https://www.onet.pl/styl-zycia/wydawnictwo-znak/wspominamy-ks-piotra-pawlukiewicza/8ncgsn3,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:18.366178,"https://www.onet.pl/sport/mateusz-pazgan/zagrywka-z-wyskoku-w-trzech-krokach/9fs0sh9,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:20.855215,"https://www.onet.pl/film/onetfilm/porwanie-edgarda-mortary-skandal-ktory-pograzyl-panstwo-koscielne/cjw92cy,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:34:21.502199,"https://www.onet.pl/sport/goal/mourinho-zacheca-arsenal-do-transferu-gwiazdora-to-moze-byc-nowy-drogba/eexbqd3,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:22.181735,"https://www.onet.pl/informacje/newsweek/cpanie-30-latkow-nie-sadzilam-ze-potrafie-tak-sie-czuc/0fkzqyk,452ad802",Global,News,10,10000,ces,-1
2024-11-08 11:34:22.764239,"https://www.onet.pl/sport/goal/koniec-niesamowitej-serii-bulki-trwala-od-15-wrzesnia/19tpkf9,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:23.800811,"https://www.onet.pl/sport/goal/wielki-wyczyn-messiego-wyrownal-rekord-alvesa/hwepfrn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:24.470235,"https://www.onet.pl/sport/goal/santos-znow-bedzie-selekcjonerem-jest-glownym-kandydatem/jbh5htn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:25.070847,"https://www.onet.pl/sport/mateusz-pazgan/zagrywka-z-wyskoku-w-trzech-krokach/9fs0sh9,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:25.665611,"https://www.onet.pl/sport/goal/santos-znow-bedzie-selekcjonerem-jest-glownym-kandydatem/jbh5htn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:26.223359,"https://www.onet.pl/styl-zycia/onetdom/w-kwietniu-wysiej-te-rosliny-mozesz-je-hodowac-na-balkonie/y9n8wwq,2b83378a",Global,News,10,10000,ces,-1
2024-11-08 11:34:28.922144,"https://www.onet.pl/sport/goal/santos-znow-bedzie-selekcjonerem-jest-glownym-kandydatem/jbh5htn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:29.471559,"https://www.onet.pl/muzyka/onetmuzyka/eurowizja-2022-ukrainska-jurorka-pokazala-karte-do-glosowania/5fde2y4,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:34:30.083717,"https://www.onet.pl/styl-zycia/onetdom/w-kwietniu-wysiej-te-rosliny-mozesz-je-hodowac-na-balkonie/y9n8wwq,2b83378a",Global,News,10,10000,ces,-1
2024-11-08 11:34:30.654673,"https://www.onet.pl/styl-zycia/whitemad/nowy-plac-teatralny-w-warszawie-coraz-blizej-ruszyly-konsultacje/48q1whv,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:31.416100,"https://www.onet.pl/styl-zycia/joanna-szczerbaty/dlugi-rekaw-o-samookaleczeniach/yfk37vv,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:32.305066,"https://www.onet.pl/film/onetfilm/porwanie-edgarda-mortary-skandal-ktory-pograzyl-panstwo-koscielne/cjw92cy,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:34:32.887590,"https://www.onet.pl/sport/goal/wielki-wyczyn-messiego-wyrownal-rekord-alvesa/hwepfrn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:34.376786,"https://www.onet.pl/styl-zycia/joanna-szczerbaty/dlugi-rekaw-o-samookaleczeniach/yfk37vv,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:34.933882,"https://www.onet.pl/sport/mateusz-pazgan/zagrywka-z-wyskoku-w-trzech-krokach/9fs0sh9,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:35.795061,"https://www.onet.pl/styl-zycia/wydawnictwo-znak/wspominamy-ks-piotra-pawlukiewicza/8ncgsn3,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:36.455243,"https://www.onet.pl/informacje/tu-stolica/warszawa-powstanie-nowa-trasa-rowerowa-w-wawrze/ly0z4se,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:34:40.319308,"https://www.onet.pl/informacje/newsweek/cpanie-30-latkow-nie-sadzilam-ze-potrafie-tak-sie-czuc/0fkzqyk,452ad802",Global,News,10,10000,ces,-1
2024-11-08 11:34:46.238165,"https://www.onet.pl/muzyka/onetmuzyka/eurowizja-2022-ukrainska-jurorka-pokazala-karte-do-glosowania/5fde2y4,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:34:51.928096,"https://www.onet.pl/informacje/newsweek/cpanie-30-latkow-nie-sadzilam-ze-potrafie-tak-sie-czuc/0fkzqyk,452ad802",Global,News,10,10000,ces,-1
2024-11-08 11:34:56.982654,"https://www.onet.pl/informacje/businessinsider/od-kiedy-ksef-dla-podatnikow-zwolnionych-z-vat-wyjasniamy/qv7t4mn,211f4564",Global,News,10,10000,ces,-1
2024-11-08 11:34:58.785192,"https://www.onet.pl/motoryzacja/autoswiat/jak-zezlomowac-samochod-i-odzyskac-jak-najwiecej-pieniedzy/zzvtvc7,4d5737de",Global,News,10,10000,ces,-1
2024-11-08 11:34:59.616962,"https://www.onet.pl/styl-zycia/onetdom/w-kwietniu-wysiej-te-rosliny-mozesz-je-hodowac-na-balkonie/y9n8wwq,2b83378a",Global,News,10,10000,ces,-1
2024-11-08 11:35:00.415947,"https://www.onet.pl/film/onetfilm/porwanie-edgarda-mortary-skandal-ktory-pograzyl-panstwo-koscielne/cjw92cy,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:35:01.081713,"https://www.onet.pl/film/onetfilm/chiny-odwolana-premiera-nie-czas-umierac-nowy-film-o-jamesie-bondzie/1mft7mv,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:35:01.744186,"https://www.onet.pl/motoryzacja/autoswiat/jak-zezlomowac-samochod-i-odzyskac-jak-najwiecej-pieniedzy/zzvtvc7,4d5737de",Global,News,10,10000,ces,-1
2024-11-08 11:35:02.183663,"https://www.onet.pl/muzyka/onetmuzyka/eurowizja-2022-ukrainska-jurorka-pokazala-karte-do-glosowania/5fde2y4,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:35:02.456070,"https://www.onet.pl/film/onetfilm/chiny-odwolana-premiera-nie-czas-umierac-nowy-film-o-jamesie-bondzie/1mft7mv,681c1dfa",Global,News,10,10000,ces,-1
2024-11-08 11:35:03.528576,"https://www.onet.pl/informacje/newsweek/cpanie-30-latkow-nie-sadzilam-ze-potrafie-tak-sie-czuc/0fkzqyk,452ad802",Global,News,10,10000,ces,-1
2024-11-08 11:35:03.816347,"https://www.onet.pl/informacje/tu-stolica/warszawa-powstanie-nowa-trasa-rowerowa-w-wawrze/ly0z4se,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:04.463608,"https://www.onet.pl/sport/goal/wielki-wyczyn-messiego-wyrownal-rekord-alvesa/hwepfrn,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:05.237046,"https://www.onet.pl/informacje/wiedza-i-zycie/prawie-pod-powierzchnia-czyli-o-zyciu-w-depresji/htz2jsr,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:05.949049,"https://www.onet.pl/styl-zycia/onetdom/w-kwietniu-wysiej-te-rosliny-mozesz-je-hodowac-na-balkonie/y9n8wwq,2b83378a",Global,News,10,10000,ces,-1
2024-11-08 11:35:08.856752,"https://www.onet.pl/styl-zycia/joanna-szczerbaty/dlugi-rekaw-o-samookaleczeniach/yfk37vv,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:09.727061,"https://www.onet.pl/informacje/newsweek/cpanie-30-latkow-nie-sadzilam-ze-potrafie-tak-sie-czuc/0fkzqyk,452ad802",Global,News,10,10000,ces,-1
2024-11-08 11:35:12.198266,"https://www.onet.pl/styl-zycia/joanna-szczerbaty/dlugi-rekaw-o-samookaleczeniach/yfk37vv,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:12.806246,"https://www.onet.pl/informacje/newsweek/cpanie-30-latkow-nie-sadzilam-ze-potrafie-tak-sie-czuc/0fkzqyk,452ad802",Global,News,10,10000,ces,-1
2024-11-08 11:35:13.672143,"https://www.onet.pl/sport/goal/szczesny-problemem-juventusu-stara-dama-szuka-mu-nowego-klubu/4ns30hw,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:14.272710,"https://www.onet.pl/sport/goal/koniec-niesamowitej-serii-bulki-trwala-od-15-wrzesnia/19tpkf9,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:14.672045,"https://www.onet.pl/sport/mateusz-pazgan/zagrywka-z-wyskoku-w-trzech-krokach/9fs0sh9,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:35:15.883459,"https://www.onet.pl/styl-zycia/wydawnictwo-znak/wspominamy-ks-piotra-pawlukiewicza/8ncgsn3,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 11:37:43.019175,"https://www.onet.pl/informacje/tu-stolica/warszawa-powstanie-nowa-trasa-rowerowa-w-wawrze/ly0z4se,30bc1058",Global,News,10,10000,ces,-1
2024-11-08 13:04:23.709439,https://stackoverflow.com/questions/42252029/skipping-of-user-input-by-java,Global,Society,500,1000,eng,-1
2024-11-08 13:06:09.576393,https://stackoverflow.com/questions/44080089/how-to-stop-a-running-ttask-thread-safe,Global,Society,-1,1000000,eng,-1
2024-11-08 13:06:59.485285,https://www.dfa.ie/about-us/what-we-do/evaluation-and-audit/,Global,Society,-1,100000,eng,50
2024-11-08 13:07:31.184875,https://dailymotion.com,Global,News,500,100,eng,-1
2024-11-08 13:57:47.900761,https://stackoverflow.com/questions/5182275/datetime-equal-or-greater-than-today-in-mysql/5182310,Global,Society,-1,1000,spa,-1
2024-11-08 13:58:02.219733,https://www.dailymotion.com/annakendrick/playlists?sort=alphaaz,Global,News,500,100,eng,-1
2024-11-08 14:31:38.459114,https://www.canva.com/tr_tr/help/using-blackboard-lms/,Global,Society,-1,1000,eng,50
2024-11-08 14:32:30.916722,https://stackoverflow.com/help/badges/6/supporter?userid=14602915,Global,Society,-1,1000,eng,50
2024-11-08 14:32:33.330891,https://www.canva.com/it_it/biglietti/modelli/invito/,Global,Society,-1,1000,eng,50
2024-11-08 14:32:39.500506,https://www.canva.com/colors/color-palettes/camera-ready/,Global,Society,-1,1000,eng,50
2024-11-08 14:32:41.465786,https://stackoverflow.com/users/3864926/bret-van-putten,Global,Society,-1,1000,eng,50
2024-11-08 14:32:45.300034,https://stackoverflow.com/help/badges/6/supporter?userid=14602915,Global,Society,-1,1000,eng,50
2024-11-08 14:32:51.481192,https://www.canva.com/photos/mac6dldh0oa-abdominal-massage/,Global,Society,-1,1000,eng,50
2024-11-08 14:32:54.466312,https://stackoverflow.com/users/3864926/bret-van-putten,Global,Society,-1,1000,eng,50
2024-11-08 14:32:57.290843,https://www.canva.com/nl_nl/sjablonen/s/speurtocht/,Global,Society,-1,1000,eng,50
2024-11-08 14:33:16.052298,https://www.canva.com/es_es/plantillas/s/bacterias/,Global,Society,-1,1000,eng,50
2024-11-08 14:33:20.941185,https://www.canva.com/es_mx/plantillas/s/catalogos/,Global,Society,-1,1000,eng,50
2024-11-08 14:33:21.999348,https://www.canva.com/colors/color-palettes/ice-cold-rose/,Global,Society,-1,1000,eng,50
2024-11-08 16:53:13.926877,https://stackoverflow.com/users/3864926/bret-van-putten,Global,Society,-1,10000,eng,50
2024-11-08 16:54:20.825199,https://stackoverflow.com/questions/5182275/datetime-equal-or-greater-than-today-in-mysql/5182310,Global,Society,500,1000,eng,-1
2024-11-08 16:54:39.181641,https://www.dfa.ie/home/index.aspx?id=83550,Global,Society,-1,100000,eng,50
2024-11-08 16:54:47.402246,https://www.dfa.ie/about-us/our-commitments/privacy-policy/simon-cumbers-media-fund-privacy-policy/,Global,Society,-1,100000,eng,-1
2024-11-08 16:55:03.609474,https://www.dailymotion.com/annakendrick/playlists?sort=alphaaz,Global,News,500,100,eng,-1
2024-11-08 18:03:15.025761,https://onet.pl,Global,Society,10,10000,ces,1
